time,delta_D,curvat_trans,u,ax,ay,az
8.499999999999090505e-01,-6.472735823105000251e-03,-6.869199387445792233e-05,2.855252990228530763e+01,6.606712688894495145e+00,-5.600093944495539849e-02,0.000000000000000000e+00
9.000000000000909495e-01,-6.663999102982300082e-03,-7.458308396887231549e-05,2.888487358504016456e+01,6.686286844510948235e+00,-6.222734613054389796e-02,0.000000000000000000e+00
9.499999999998181011e-01,-7.342108007810200371e-03,-8.048047916577852259e-05,2.922115764132675508e+01,6.758677300419723366e+00,-6.872035396599729395e-02,0.000000000000000000e+00
1.000000000000000000e+00,-7.650004915830800264e-03,-8.605259629666556394e-05,2.955885377942491843e+01,6.748591269355725508e+00,-7.518637670410860396e-02,0.000000000000000000e+00
1.050000000000181899e+00,-8.399239505494699234e-03,-9.172319247793369983e-05,2.989602821808443167e+01,6.738342195863177508e+00,-8.197966734401170019e-02,0.000000000000000000e+00
1.099999999999909051e+00,-8.738864555980399573e-03,-9.708350249485619586e-05,3.023268931584645358e+01,6.728052959306232594e+00,-8.873582639190430443e-02,0.000000000000000000e+00
1.150000000000090949e+00,-9.516356773374999578e-03,-1.028959844726999991e-04,3.056883462921494754e+01,6.717361890698808402e+00,-9.615152832145290596e-02,0.000000000000000000e+00
1.199999999999818101e+00,-9.895871879523999298e-03,-1.087178681245999938e-04,3.090320156591592138e+01,6.654583055465590924e+00,-1.038264193450365025e-01,0.000000000000000000e+00
1.250000000000000000e+00,-1.076602116968849998e-02,-1.148558903257999934e-04,3.123431472816283971e+01,6.589788331477753225e+00,-1.120513870377250060e-01,0.000000000000000000e+00
1.300000000000181899e+00,-1.120495661458210078e-02,-1.208716899310000010e-04,3.156220299506346905e+01,6.525581207593014632e+00,-1.204090726236251990e-01,0.000000000000000000e+00
1.349999999999909051e+00,-1.213577784764970080e-02,-1.272481904546999968e-04,3.188689515055563106e+01,6.461945010751843910e+00,-1.293826620793963045e-01,0.000000000000000000e+00
1.400000000000090949e+00,-1.262141454028269973e-02,-1.338096565296999956e-04,3.220770477803787202e+01,6.360289941094377397e+00,-1.388056069261928982e-01,0.000000000000000000e+00
1.449999999999818101e+00,-1.364419280132089969e-02,-1.406672661232999920e-04,3.252289127995707219e+01,6.247074153866337021e+00,-1.487891770489812027e-01,0.000000000000000000e+00
1.500000000000000000e+00,-1.418255474636839937e-02,-1.474851216616999896e-04,3.283246785576172044e+01,6.135870365891626932e+00,-1.589846760448498930e-01,0.000000000000000000e+00
1.550000000000181899e+00,-1.526324985790030071e-02,-1.547299041279999953e-04,3.313653267728652452e+01,6.026605484134862856e+00,-1.698980453546670988e-01,0.000000000000000000e+00
1.599999999999909051e+00,-1.580613629834139860e-02,-1.618975907517000116e-04,3.343522479170897554e+01,5.925465008786454213e+00,-1.809876248546835042e-01,0.000000000000000000e+00
1.650000000000090949e+00,-1.693108376506239840e-02,-1.694369946006999989e-04,3.372944638266818629e+01,5.843181404903569742e+00,-1.927643265787412075e-01,0.000000000000000000e+00
1.699999999999818101e+00,-1.747422885209379967e-02,-1.770728377152000119e-04,3.401957620389992343e+01,5.761868784796145171e+00,-2.049319844083875020e-01,0.000000000000000000e+00
1.750000000000000000e+00,-1.865607221677039948e-02,-1.853478827028999900e-04,3.430495867101730312e+01,5.638283915405969182e+00,-2.181229839099503021e-01,0.000000000000000000e+00
1.800000000000181899e+00,-1.924927273548319995e-02,-1.935340855259999994e-04,3.458272398488612964e+01,5.471387969876307267e+00,-2.314599535438376932e-01,0.000000000000000000e+00
1.849999999999909051e+00,-2.050435348272339892e-02,-2.016401607269999879e-04,3.485283925604565525e+01,5.357689983198320682e+00,-2.449364175429256940e-01,0.000000000000000000e+00
1.900000000000090949e+00,-2.100204773790199930e-02,-2.093619033396000118e-04,3.511963990533833169e+01,5.316521390958101279e+00,-2.582246910168493059e-01,0.000000000000000000e+00
1.949999999999818101e+00,-2.219893904999720169e-02,-2.176393590535000068e-04,3.538461800979032290e+01,5.283353167989352173e+00,-2.724999716506875114e-01,0.000000000000000000e+00
2.000000000000000000e+00,-2.262268985715270089e-02,-2.258506261308000000e-04,3.564792710177217572e+01,5.247646456190412145e+00,-2.870052631688724820e-01,0.000000000000000000e+00
2.050000000000181899e+00,-2.382028126726709952e-02,-2.344195880812000087e-04,3.590928635111168887e+01,5.206260004228399296e+00,-3.022786311373863999e-01,0.000000000000000000e+00
2.099999999999909051e+00,-2.416805001753660059e-02,-2.425108855552000051e-04,3.616846402916792869e+01,5.158641655133503257e+00,-3.172425041545097746e-01,0.000000000000000000e+00
2.150000000000090949e+00,-2.532065825290899866e-02,-2.506846473228000046e-04,3.642497498396201649e+01,5.102394036393993915e+00,-3.326030762007288200e-01,0.000000000000000000e+00
2.199999999999818101e+00,-2.552504597035260003e-02,-2.580585815352000149e-04,3.667874896747272828e+01,5.048607331171870882e+00,-3.471741129947287785e-01,0.000000000000000000e+00
2.250000000000000000e+00,-2.656902615127059927e-02,-2.653149217756999869e-04,3.692991487433009468e+01,4.999117401698224050e+00,-3.618414285249508255e-01,0.000000000000000000e+00
2.300000000000181899e+00,-2.654068291183279971e-02,-2.715461195694000135e-04,3.717871478080081715e+01,4.952794770017884929e+00,-3.753464791822465063e-01,0.000000000000000000e+00
2.349999999999909051e+00,-2.740415023983059847e-02,-2.774898494041999836e-04,3.742524567584160877e+01,4.909190804111367434e+00,-3.886658839345508154e-01,0.000000000000000000e+00
2.400000000000090949e+00,-2.707504199753000065e-02,-2.821749339872000250e-04,3.766948475410113417e+01,4.856049509549357879e+00,-4.004034326151099110e-01,0.000000000000000000e+00
2.449999999999818101e+00,-2.769904449984100098e-02,-2.862230775851000203e-04,3.791088373112975773e+01,4.801494156675848224e+00,-4.113698550453099845e-01,0.000000000000000000e+00
2.500000000000000000e+00,-2.701588213863139951e-02,-2.885842208712000056e-04,3.814975429132211815e+01,4.753888708055370671e+00,-4.200065579648634140e-01,0.000000000000000000e+00
2.550000000000181899e+00,-2.731786368489669964e-02,-2.899307547636999823e-04,3.838637797439778865e+01,4.712116646057260994e+00,-4.272170302320181801e-01,0.000000000000000000e+00
2.599999999999909051e+00,-2.625145341575550045e-02,-2.894576804417000183e-04,3.862098748294784656e+01,4.671893465186133021e+00,-4.317494821334539878e-01,0.000000000000000000e+00
2.650000000000090949e+00,-2.620278709192029945e-02,-2.877419697914999756e-04,3.885359840439620172e+01,4.633280245483198279e+00,-4.343758844364726812e-01,0.000000000000000000e+00
2.699999999999818101e+00,-2.480961497539119903e-02,-2.840596344296999901e-04,3.908427964443294655e+01,4.593012068879215093e+00,-4.339240763688663738e-01,0.000000000000000000e+00
2.750000000000000000e+00,-2.444404112183359845e-02,-2.790797042856000025e-04,3.931294238393199691e+01,4.554373027110210970e+00,-4.313197590145335103e-01,0.000000000000000000e+00
2.800000000000181899e+00,-2.285192107122010000e-02,-2.721191166487000050e-04,3.953975026709743190e+01,4.517754630334065880e+00,-4.254288095201625985e-01,0.000000000000000000e+00
2.849999999999909051e+00,-2.227670300337489945e-02,-2.639627675303000227e-04,3.976475488637983347e+01,4.483186641903727399e+00,-4.173873597185268070e-01,0.000000000000000000e+00
2.900000000000090949e+00,-2.064418439550259887e-02,-2.542644447566000149e-04,3.998808469386335673e+01,4.449628168932757255e+00,-4.065807766137253254e-01,0.000000000000000000e+00
2.949999999999818101e+00,-1.995545875611679995e-02,-2.437372788058999988e-04,4.020973511213352936e+01,4.417004141315755916e+00,-3.940799890443054121e-01,0.000000000000000000e+00
3.000000000000000000e+00,-1.837755432986340129e-02,-2.321750881020999890e-04,4.042987045321891770e+01,4.389925267993543656e+00,-3.795074611022585809e-01,0.000000000000000000e+00
3.050000000000181899e+00,-1.764032905373880133e-02,-2.202615403464000001e-04,4.064873590207020726e+01,4.364779664782061808e+00,-3.639424889707831845e-01,0.000000000000000000e+00
3.099999999999909051e+00,-1.616765591011479902e-02,-2.078746399033000079e-04,4.086629301770708622e+01,4.336566328004219706e+00,-3.471618541229340993e-01,0.000000000000000000e+00
3.150000000000090949e+00,-1.543599383830369931e-02,-1.955321928957999978e-04,4.108236146340500738e+01,4.306470163355280434e+00,-3.300114966720806842e-01,0.000000000000000000e+00
3.199999999999818101e+00,-1.409234515532599950e-02,-1.830902613030999907e-04,4.129692194156476148e+01,4.275435487459435357e+00,-3.122486792724106786e-01,0.000000000000000000e+00
3.250000000000000000e+00,-1.338842354691249965e-02,-1.709602234314000122e-04,4.150991480551461166e+01,4.244926594012528476e+00,-2.945769497120774849e-01,0.000000000000000000e+00
3.300000000000181899e+00,-1.216475074872920038e-02,-1.590003395859999880e-04,4.172140844466115084e+01,4.212236353975334247e+00,-2.767680628036925938e-01,0.000000000000000000e+00
3.349999999999909051e+00,-1.150280722615249981e-02,-1.475288696308999935e-04,4.193092854585224671e+01,4.169976677235571749e+00,-2.593856670507941886e-01,0.000000000000000000e+00
3.400000000000090949e+00,-1.038825601587260034e-02,-1.363294331907000014e-04,4.213848643721883747e+01,4.132640871191774146e+00,-2.420736360508387031e-01,0.000000000000000000e+00
3.449999999999818101e+00,-9.761838624016699537e-03,-1.256853570414999898e-04,4.234429042487811046e+01,4.100816881507086897e+00,-2.253587383058348048e-01,0.000000000000000000e+00
3.500000000000000000e+00,-8.733084479746799911e-03,-1.153635315883000037e-04,4.254862836133140291e+01,4.072815884373315320e+00,-2.088524965910689979e-01,0.000000000000000000e+00
3.550000000000181899e+00,-8.153269881648800288e-03,-1.055952933311999953e-04,4.275161621143799096e+01,4.047459944274090837e+00,-1.929965903439642139e-01,0.000000000000000000e+00
3.599999999999909051e+00,-7.209540456874300070e-03,-9.619102671563225745e-05,4.295338328184809740e+01,4.022869942411213984e+00,-1.774717839733166991e-01,0.000000000000000000e+00
3.650000000000090949e+00,-6.674738194006000006e-03,-8.729091757098983732e-05,4.315397837340007214e+01,4.005211033750054384e+00,-1.625588947597735034e-01,0.000000000000000000e+00
3.699999999999818101e+00,-5.801142545755299910e-03,-7.873252874713414782e-05,4.335399222997155277e+01,3.994138517852166892e+00,-1.479831921602411948e-01,0.000000000000000000e+00
3.750000000000000000e+00,-5.462443507079700264e-03,-7.075671560450985111e-05,4.355329867609915340e+01,3.977688986830724804e+00,-1.342176939209094033e-01,0.000000000000000000e+00
3.800000000000181899e+00,-4.774402149224900305e-03,-6.323339795293896255e-05,4.375167724012477777e+01,3.956478599062937196e+00,-1.210419559865051065e-01,0.000000000000000000e+00
3.849999999999909051e+00,-4.279911537482699799e-03,-5.623184548881366313e-05,4.394891255722191659e+01,3.933129928171157808e+00,-1.086121984027372950e-01,0.000000000000000000e+00
3.900000000000090949e+00,-3.617007235760799980e-03,-4.958507104179131269e-05,4.414497317629499662e+01,3.908934172436548948e+00,-9.663032813897150242e-02,0.000000000000000000e+00
3.949999999999818101e+00,-3.271740217594799795e-03,-4.336812876929228941e-05,4.433981733320476337e+01,3.885392229945864973e+00,-8.526258255165160282e-02,0.000000000000000000e+00
4.000000000000000000e+00,-2.670168569280500018e-03,-3.744718492436460141e-05,4.453342312043120188e+01,3.852362153872041173e+00,-7.426622233657639849e-02,0.000000000000000000e+00
4.050000000000181899e+00,-2.237749167894200093e-03,-3.183808045659841733e-05,4.472487427882756350e+01,3.807442019057023952e+00,-6.368617014527279407e-02,0.000000000000000000e+00
4.099999999999909051e+00,-1.711928781130099986e-03,-2.648315382719690158e-05,4.491433004910239646e+01,3.772024539936808640e+00,-5.342438792503770295e-02,0.000000000000000000e+00
4.150000000000090949e+00,-1.453552155677600034e-03,-2.148292076953082710e-05,4.510222788352194812e+01,3.745480270830530589e+00,-4.370079288341879864e-02,0.000000000000000000e+00
4.199999999999818101e+00,-1.025010818427899914e-03,-1.673018093906787098e-05,4.528896449328910023e+01,3.724263057055040793e+00,-3.431511192291659962e-02,0.000000000000000000e+00
4.250000000000000000e+00,-8.651491068699000350e-04,-1.231149468171110731e-05,4.547469733837746730e+01,3.705679956657164986e+00,-2.545953201079129841e-02,0.000000000000000000e+00
4.300000000000181899e+00,-5.882059139371999647e-04,-8.283391746229527811e-06,4.565953215430022283e+01,3.687182217765855974e+00,-1.726915610620879948e-02,0.000000000000000000e+00
4.349999999999909051e+00,-1.754842277515999982e-04,-4.620175937616122126e-06,4.584339391734013702e+01,3.667924375216454980e+00,-9.709839211718900714e-03,0.000000000000000000e+00
4.400000000000090949e+00,3.994374761930041817e-06,-1.459434508639634582e-06,4.602693764526038223e+01,3.673789981125981097e+00,-3.091781342375600136e-03,0.000000000000000000e+00
4.449999999999818101e+00,-4.149393611013361353e-05,1.084004409255967770e-06,4.621064046862283448e+01,3.673212551059607200e+00,2.314808264719899877e-03,0.000000000000000000e+00
4.500000000000000000e+00,-1.066060694616999981e-04,3.051097147504975021e-06,4.639409608945811669e+01,3.663341186986002196e+00,6.567218577093699751e-03,0.000000000000000000e+00
4.550000000000181899e+00,-3.867861187604999893e-04,4.227979465280158215e-06,4.657686676731061937e+01,3.647058348989289378e+00,9.172197753397200518e-03,0.000000000000000000e+00
4.599999999999909051e+00,-8.191570722059000496e-04,4.512101809493016018e-06,4.675873833823045800e+01,3.627167732675984801e+00,9.865167398955399305e-03,0.000000000000000000e+00
4.650000000000090949e+00,-1.165867596224000004e-04,4.962495623822890210e-06,4.693957844113423050e+01,3.606780954872893741e+00,1.093398582811209996e-02,0.000000000000000000e+00
4.699999999999818101e+00,3.554310353018999861e-04,5.666053163087519980e-06,4.711941450937378306e+01,3.586496338781566706e+00,1.257999347629139980e-02,0.000000000000000000e+00
4.750000000000000000e+00,8.621673078055000017e-04,6.902062604001551587e-06,4.729824899773699798e+01,3.567097107153809343e+00,1.544077237359160054e-02,0.000000000000000000e+00
4.800000000000181899e+00,1.013279409027499980e-03,8.595388081701660251e-06,4.747611662995910820e+01,3.547504236565108826e+00,1.937384701303170031e-02,0.000000000000000000e+00
4.849999999999909051e+00,1.391460247131399942e-03,1.085829213356905116e-05,4.765302675614032069e+01,3.529419170190057020e+00,2.465712877316469931e-02,0.000000000000000000e+00
4.900000000000090949e+00,1.424972398660500055e-03,1.330228609604113368e-05,4.782906106986774830e+01,3.511770348763064042e+00,3.043056351850319946e-02,0.000000000000000000e+00
4.949999999999818101e+00,1.734287389762499991e-03,1.589132919317717062e-05,4.800422015316446789e+01,3.495007616848888610e+00,3.662006087304529867e-02,0.000000000000000000e+00
5.000000000000000000e+00,1.712914150494800058e-03,1.825806236472588860e-05,4.817855466018480826e+01,3.478116833611759162e+00,4.238012375124459996e-02,0.000000000000000000e+00
5.050000000000181899e+00,1.940200455092200033e-03,2.044424834060794464e-05,4.835204203140482804e+01,3.461751369703693015e+00,4.779701643866249988e-02,0.000000000000000000e+00
5.099999999999909051e+00,1.963667864520600177e-03,2.232078461573519962e-05,4.852472006625746559e+01,3.445104486225412099e+00,5.255760106582359897e-02,0.000000000000000000e+00
5.150000000000090949e+00,2.174662567759999988e-03,2.398351759160588433e-05,4.869654730921746477e+01,3.427558093277864870e+00,5.687340365567519762e-02,0.000000000000000000e+00
5.199999999999818101e+00,2.008480791631199816e-03,2.523160272686462657e-05,4.886744649504748139e+01,3.408316638020625788e+00,6.025375681440620079e-02,0.000000000000000000e+00
5.250000000000000000e+00,2.046048664741199983e-03,2.615479564639992444e-05,4.903740631331929478e+01,3.390695321875952128e+00,6.289357968275409438e-02,0.000000000000000000e+00
5.300000000000181899e+00,1.740796889089299979e-03,2.660389660131281286e-05,4.920652880608150070e+01,3.374082067008522756e+00,6.441554866450230343e-02,0.000000000000000000e+00
5.349999999999909051e+00,1.640301037106699916e-03,2.661368214193670764e-05,4.937482865450610348e+01,3.358346599135484389e+00,6.488079587805579973e-02,0.000000000000000000e+00
5.400000000000090949e+00,1.251179260002500048e-03,2.607478573495424436e-05,4.954235927586761790e+01,3.342640345120288181e+00,6.399913692844630408e-02,0.000000000000000000e+00
5.449999999999818101e+00,8.896085113041000362e-04,2.507380272065644046e-05,4.970910288190170689e+01,3.327473784042605409e+00,6.195723888012349967e-02,0.000000000000000000e+00
5.500000000000000000e+00,4.265399003437999790e-04,2.351934206515706265e-05,4.987509767366758240e+01,3.312068645926910193e+00,5.850496002475710083e-02,0.000000000000000000e+00
5.550000000000181899e+00,1.366378415989999895e-04,2.157771971709085651e-05,5.004031877425298092e+01,3.297139369250887242e+00,5.403133309056180195e-02,0.000000000000000000e+00
5.599999999999909051e+00,-2.968051342785999868e-04,1.920628873107052494e-05,5.020480282391024929e+01,3.281973041554341997e+00,4.840987763692419787e-02,0.000000000000000000e+00
5.650000000000090949e+00,-5.621235879763999748e-04,1.658741113670965728e-05,5.036852460293672351e+01,3.267248289721460530e+00,4.208206749472340191e-02,0.000000000000000000e+00
5.699999999999818101e+00,-8.511918023397000528e-04,1.382417194839171634e-05,5.053151851371711700e+01,3.252263982356978111e+00,3.529911569722080089e-02,0.000000000000000000e+00
5.750000000000000000e+00,-9.875957028364999030e-04,1.108958811394586397e-05,5.069375940220059817e+01,3.237713194748612189e+00,2.849865832906050070e-02,0.000000000000000000e+00
5.800000000000181899e+00,-9.888017288020999225e-04,8.606774391362007775e-06,5.085528119732065022e+01,3.222921040295104067e+00,2.225935311553150012e-02,0.000000000000000000e+00
5.849999999999909051e+00,-8.650773203518000035e-04,6.625141794709553664e-06,5.101605973973937580e+01,3.208552502440123799e+00,1.724284811816639840e-02,0.000000000000000000e+00
5.900000000000090949e+00,-1.669090674266199975e-03,4.583721663694785727e-06,5.117612810500442322e+01,3.193949081243829813e+00,1.200474910487159957e-02,0.000000000000000000e+00
5.949999999999818101e+00,-2.535429358799700088e-03,2.178279254853944195e-06,5.133546253901908329e+01,3.179748609610415500e+00,5.740484045913299763e-03,0.000000000000000000e+00
6.000000000000000000e+00,-2.957745330605400166e-03,-5.033252702410559308e-07,5.149416334510316773e+01,3.169973047208595851e+00,-1.334641878345300047e-03,0.000000000000000000e+00
6.050000000000181899e+00,-3.598024402740900105e-03,-3.722593570820031142e-06,5.165247651209543278e+01,3.162479578475278608e+00,-9.931798977721799718e-03,0.000000000000000000e+00
6.099999999999909051e+00,-3.737961337138399811e-03,-7.201028480238507683e-06,5.181035698718338267e+01,3.152077363038881863e+00,-1.932981501917169914e-02,0.000000000000000000e+00
6.150000000000090949e+00,-4.236397936722699660e-03,-1.095643982332532923e-05,5.196765186126086888e+01,3.139707542367693005e+00,-2.958936502182190134e-02,0.000000000000000000e+00
6.199999999999818101e+00,-4.259558569311800054e-03,-1.454220535476125394e-05,5.212429668471379074e+01,3.125709605861175078e+00,-3.951033293454599832e-02,0.000000000000000000e+00
6.250000000000000000e+00,-4.649471931325199758e-03,-1.795700409894891028e-05,5.228021939975683097e+01,3.111452027076953009e+00,-4.908046681445450005e-02,0.000000000000000000e+00
6.300000000000181899e+00,-4.583288581663899804e-03,-2.087411918052377074e-05,5.243543427642642030e+01,3.096934962495458965e+00,-5.739286398601160105e-02,0.000000000000000000e+00
6.349999999999909051e+00,-4.856708365200699921e-03,-2.336794648324668869e-05,5.258991764572247263e+01,3.082751417335936051e+00,-6.462871645555250122e-02,0.000000000000000000e+00
6.400000000000090949e+00,-4.680415395169199716e-03,-2.528445964973641169e-05,5.274370991121053009e+01,3.068739445239758723e+00,-7.033881137665670691e-02,0.000000000000000000e+00
6.449999999999818101e+00,-4.823334222879000280e-03,-2.674293346260499227e-05,5.289668442160941453e+01,3.048759364643407910e+00,-7.482831161975080081e-02,0.000000000000000000e+00
6.500000000000000000e+00,-4.655722622783500277e-03,-2.766051426483651850e-05,5.304860672759070184e+01,3.028439545134797850e+00,-7.784096555172340115e-02,0.000000000000000000e+00
6.550000000000181899e+00,-4.654656334503399877e-03,-2.821142367519398941e-05,5.319958463534157289e+01,3.011407878472576183e+00,-7.984385294913090569e-02,0.000000000000000000e+00
6.599999999999909051e+00,-4.326765154799999853e-03,-2.829671049157196969e-05,5.334978069852311222e+01,2.996499000220643527e+00,-8.053807195049909884e-02,0.000000000000000000e+00
6.650000000000090949e+00,-4.276808444298800006e-03,-2.804509996874119120e-05,5.349925735871132559e+01,2.982967168331259966e+00,-8.026985886393429859e-02,0.000000000000000000e+00
6.699999999999818101e+00,-3.814434544459700208e-03,-2.730800103877138090e-05,5.364807973378755435e+01,2.969744272238334037e+00,-7.859560725543110471e-02,0.000000000000000000e+00
6.750000000000000000e+00,-3.627119663588499951e-03,-2.617576706768916489e-05,5.379623257373517475e+01,2.956631096067441344e+00,-7.575357659962279888e-02,0.000000000000000000e+00
6.800000000000181899e+00,-3.079898391998900104e-03,-2.457053243189586447e-05,5.394373750109237875e+01,2.943322492768552845e+00,-7.149845119681789984e-02,0.000000000000000000e+00
6.849999999999909051e+00,-2.683133320058499974e-03,-2.254190586562474324e-05,5.409056232503418471e+01,2.929914429908644813e+00,-6.595285870222160340e-02,0.000000000000000000e+00
6.900000000000090949e+00,-2.056570569868700158e-03,-2.006017220045839535e-05,5.423675433422685899e+01,2.919310889270081866e+00,-5.900951449473119947e-02,0.000000000000000000e+00
6.949999999999818101e+00,-1.663025150025700030e-03,-1.722616488648124624e-05,5.438254815902860173e+01,2.912393902966754933e+00,-5.094572020700630088e-02,0.000000000000000000e+00
7.000000000000000000e+00,-9.976194689021999906e-04,-1.398730323189293056e-05,5.452794975950077117e+01,2.903052715075215229e+00,-4.158841100325030155e-02,0.000000000000000000e+00
7.050000000000181899e+00,-5.603971989521000421e-04,-1.047849223684112481e-05,5.467281418013627814e+01,2.891462920228280442e+00,-3.132143519683470295e-02,0.000000000000000000e+00
7.099999999999909051e+00,9.033316018300611842e-05,-6.666172972495385118e-06,5.481706709621629159e+01,2.878247037433395494e+00,-2.003125545990440057e-02,0.000000000000000000e+00
7.150000000000090949e+00,5.085749553344000480e-04,-2.622826090009293744e-06,5.496061505279016757e+01,2.863491085652976942e+00,-7.922690005357399881e-03,0.000000000000000000e+00
7.199999999999818101e+00,1.059914138479299984e-03,1.496572011022707685e-06,5.510345369281547079e+01,2.849839005976340101e+00,4.544177199776400222e-03,0.000000000000000000e+00
7.250000000000000000e+00,1.385726540729100053e-03,5.664731556126450864e-06,5.524558370058021239e+01,2.835313122364827798e+00,1.728918283613080017e-02,0.000000000000000000e+00
7.300000000000181899e+00,1.731380280005999969e-03,9.714361730988906298e-06,5.538702024789160561e+01,2.821910590873253355e+00,2.980096131410559998e-02,0.000000000000000000e+00
7.349999999999909051e+00,3.031316717429800075e-03,1.387963058948687449e-05,5.552776989042201450e+01,2.808304003852499786e+00,4.279552620286049963e-02,0.000000000000000000e+00
7.400000000000090949e+00,4.371611537695900031e-03,1.862678562639741035e-05,5.566733781268234793e+01,2.766584834003247728e+00,5.772166118951699981e-02,0.000000000000000000e+00
7.449999999999818101e+00,5.667551573328100112e-03,2.407290166953061062e-05,5.580450471820790881e+01,2.722429038070011131e+00,7.496645212966930594e-02,0.000000000000000000e+00
7.500000000000000000e+00,6.852890748766000094e-03,3.033057618208540038e-05,5.593981077022169757e+01,2.691670415112278558e+00,9.491233249677109851e-02,0.000000000000000000e+00
7.550000000000181899e+00,8.144911107532199629e-03,3.748046304919477249e-05,5.607385359802729852e+01,2.671668862249282572e+00,1.178489600638003010e-01,0.000000000000000000e+00
7.599999999999909051e+00,9.344330411202700012e-03,4.539097145339081774e-05,5.620707799469622046e+01,2.657761600480680997e+00,1.434007736922497944e-01,0.000000000000000000e+00
7.650000000000090949e+00,1.071591424099319935e-02,5.392998205520215134e-05,5.633966308844522786e+01,2.646040682099533026e+00,1.711822643994523885e-01,0.000000000000000000e+00
7.699999999999818101e+00,1.203280202637379941e-02,6.294788598766483119e-05,5.647169326001061052e+01,2.634628887150046062e+00,2.007440904955785088e-01,0.000000000000000000e+00
7.750000000000000000e+00,1.350298401535380069e-02,7.232850836131262946e-05,5.660294623653103230e+01,2.614008353365210091e+00,2.317328394421525883e-01,0.000000000000000000e+00
7.800000000000181899e+00,1.493512974267650027e-02,8.201466833639602311e-05,5.673303316485129955e+01,2.589129271059086523e+00,2.639754503219142734e-01,0.000000000000000000e+00
7.849999999999909051e+00,1.650049252142590100e-02,9.196918427710838370e-05,5.686188458614329022e+01,2.565593421852076617e+00,2.973615648461739869e-01,0.000000000000000000e+00
7.900000000000090949e+00,1.803337625697239849e-02,1.021848918935999999e-04,5.698974511527318754e+01,2.557415811605904921e+00,3.318792645597180013e-01,0.000000000000000000e+00
7.949999999999818101e+00,1.969573867458560001e-02,1.126465487354999967e-04,5.711821111465101097e+01,2.580427579409762195e+00,3.675082433957633787e-01,0.000000000000000000e+00
8.000000000000000000e+00,2.133834597805860100e-02,1.233999191002000024e-04,5.724760648273459651e+01,2.593269547793910945e+00,4.044171293515058108e-01,0.000000000000000000e+00
8.050000000000181899e+00,2.312140501104489876e-02,1.344833779626000128e-04,5.737733814960785850e+01,2.594471287657849068e+00,4.427406541176734933e-01,0.000000000000000000e+00
