47;401;1.000000;1.000000;9.810000;4.474732;0.000694;1;2.050000;3.100000
48;401;1.000000;1.000000;9.810000;5.231317;0.008637;1;3.300000;4.700000
49;401;1.000000;1.000000;9.810000;2.276335;-0.009845;1;2.500000;4.450000
50;401;1.000000;1.000000;9.810000;4.967263;-0.004170;1;0.600000;1.200000
51;401;1.000000;1.000000;9.810000;1.816729;0.007076;1;0.750000;0.850000
52;401;1.000000;1.000000;9.810000;4.780203;0.004549;1;3.200000;4.900000
53;401;1.000000;1.000000;9.810000;2.552819;-0.001578;1;1.950000;3.050000
54;401;1.000000;1.000000;9.810000;0.637895;-0.004924;1;0.800000;2.450000
55;401;1.000000;1.000000;9.810000;0.541393;-0.009854;1;3.000000;4.150000
56;401;1.000000;1.000000;9.810000;4.622884;0.002123;1;2.250000;2.700000
57;401;1.000000;1.000000;9.810000;4.561532;-0.007009;1;1.950000;4.850000
58;401;1.000000;1.000000;9.810000;2.182927;0.006470;1;2.200000;3.300000
59;401;1.000000;1.000000;9.810000;5.274117;0.005572;1;1.500000;4.550000
60;401;1.000000;1.000000;9.810000;3.770369;-0.003868;1;1.850000;3.850000
61;401;1.000000;1.000000;9.810000;3.092323;-0.000440;1;2.500000;3.900000
62;401;1.000000;1.000000;9.810000;5.660189;0.008846;1;1.850000;3.000000
63;401;1.000000;1.000000;9.810000;3.296497;-0.004176;1;0.700000;3.400000
64;401;1.000000;1.000000;9.810000;3.299526;-0.002569;1;0.800000;4.650000
65;401;1.000000;1.000000;9.810000;5.756802;0.004109;1;3.950000;4.050000
66;401;1.000000;1.000000;9.810000;1.281449;-0.006409;1;0.900000;1.150000
67;401;1.000000;1.000000;9.810000;4.557548;-0.005399;1;0.550000;3.300000
68;401;1.000000;1.000000;9.810000;0.628563;-0.004005;1;3.550000;3.900000
69;401;1.000000;1.000000;9.810000;4.867207;-0.003273;1;0.350000;1.750000
70;401;1.000000;1.000000;9.810000;3.872468;0.004942;1;0.350000;0.850000
71;401;1.000000;1.000000;9.810000;5.150817;0.004031;1;1.250000;2.050000
72;401;1.000000;1.000000;9.810000;3.720202;0.003735;1;0.200000;3.000000
73;401;1.000000;1.000000;9.810000;4.791720;-0.007875;1;0.600000;1.600000
74;401;1.000000;1.000000;9.810000;2.997391;-0.007709;1;3.050000;4.100000
75;401;1.000000;1.000000;9.810000;3.690316;0.000440;1;1.950000;2.900000
76;401;1.000000;1.000000;9.810000;5.701116;0.002544;1;1.950000;2.050000
77;401;1.000000;1.000000;9.810000;4.049280;0.007414;1;1.250000;3.200000
78;401;1.000000;1.000000;9.810000;4.152331;-0.000671;1;1.750000;3.950000
79;401;1.000000;1.000000;9.810000;5.433093;-0.006175;1;1.550000;2.050000
80;401;1.000000;1.000000;9.810000;1.687576;0.009787;1;0.800000;3.550000
81;401;1.000000;1.000000;9.810000;2.425245;0.004511;1;1.600000;4.950000
82;401;1.000000;1.000000;9.810000;0.869434;-0.004432;1;4.650000;4.700000
83;401;1.000000;1.000000;9.810000;4.221115;-0.008588;1;2.950000;4.900000
84;401;1.000000;1.000000;9.810000;5.480137;0.002780;1;0.950000;1.250000
85;401;1.000000;1.000000;9.810000;3.323379;-0.000674;1;0.800000;1.400000
86;401;1.000000;1.000000;9.810000;4.408781;-0.004283;1;3.050000;4.300000
87;401;1.000000;1.000000;9.810000;3.962076;-0.008172;1;0.800000;4.450000
88;401;1.000000;1.000000;9.810000;5.255955;-0.004075;1;1.700000;2.350000
89;401;1.000000;1.000000;9.810000;0.085325;-0.005408;1;0.550000;5.000000
90;401;1.000000;1.000000;9.810000;4.343956;-0.009115;1;0.200000;0.500000
91;401;1.000000;1.000000;9.810000;0.851955;-0.009844;1;1.100000;4.100000
92;401;1.000000;1.000000;9.810000;2.175077;0.006048;1;1.200000;4.950000
93;401;1.000000;1.000000;9.810000;3.600610;-0.006794;1;1.650000;3.950000
94;401;1.000000;1.000000;9.810000;4.968484;0.006386;1;3.850000;4.150000
95;401;1.000000;1.000000;9.810000;2.327253;-0.008219;1;2.050000;3.000000
96;401;1.000000;1.000000;9.810000;3.037786;0.000802;1;0.400000;1.600000
97;401;1.000000;1.000000;9.810000;0.523112;0.009402;1;0.350000;1.750000
98;401;1.000000;1.000000;9.810000;1.700536;-0.009940;1;0.800000;4.400000
99;401;1.000000;1.000000;9.810000;1.674901;0.005656;1;3.500000;4.950000
100;401;1.000000;1.000000;9.810000;5.781848;0.007581;1;0.650000;2.750000
